,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,area_name,total_cases,area_code,tot_mobility
972,2020-08-13,-22.0,-10.0,55.0,-50.0,-53.0,16.0,Bexley,5806,E09000004,-33.75
973,2020-08-14,-26.0,-12.0,44.0,-49.0,-52.0,15.0,Bexley,5806,E09000004,-34.75
974,2020-08-17,-8.0,-12.0,,-48.0,-54.0,14.0,Bexley,5806,E09000004,-30.5
975,2020-08-18,-10.0,-15.0,,-51.0,-52.0,15.0,Bexley,5806,E09000004,-32.0
976,2020-08-19,-13.0,-17.0,,-51.0,-52.0,16.0,Bexley,5806,E09000004,-33.25
977,2020-08-20,-17.0,-9.0,,-48.0,-52.0,14.0,Bexley,5806,E09000004,-31.5
978,2020-08-21,-24.0,-11.0,,-47.0,-51.0,14.0,Bexley,5806,E09000004,-33.25
979,2020-08-24,-5.0,-13.0,,-48.0,-53.0,13.0,Bexley,5806,E09000004,-29.75
980,2020-08-25,-6.0,-14.0,,-52.0,-53.0,15.0,Bexley,5806,E09000004,-31.25
981,2020-08-26,-1.0,-12.0,,-46.0,-51.0,13.0,Bexley,5806,E09000004,-27.5
982,2020-08-27,-18.0,-14.0,,-51.0,-52.0,15.0,Bexley,5806,E09000004,-33.75
983,2020-08-28,-17.0,-6.0,,-47.0,-51.0,13.0,Bexley,5806,E09000004,-30.25
984,2020-08-31,-7.0,-20.0,,-56.0,-74.0,17.0,Bexley,5806,E09000004,-39.25
985,2020-09-01,-11.0,-6.0,,-48.0,-51.0,13.0,Bexley,5806,E09000004,-29.0
986,2020-09-02,-14.0,-9.0,,-46.0,-48.0,14.0,Bexley,5806,E09000004,-29.25
987,2020-09-03,-17.0,-6.0,,-42.0,-48.0,14.0,Bexley,5806,E09000004,-28.25
988,2020-09-04,-18.0,-8.0,,-36.0,-46.0,11.0,Bexley,5806,E09000004,-27.0
989,2020-09-07,-12.0,-5.0,,-35.0,-49.0,11.0,Bexley,5806,E09000004,-25.25
990,2020-09-08,-15.0,-6.0,,-37.0,-48.0,12.0,Bexley,5806,E09000004,-26.5
991,2020-09-09,-16.0,-7.0,,-36.0,-47.0,12.0,Bexley,5806,E09000004,-26.5
992,2020-09-10,-17.0,-5.0,,-34.0,-46.0,11.0,Bexley,5806,E09000004,-25.5
993,2020-09-11,-19.0,-5.0,73.0,-33.0,-44.0,10.0,Bexley,5806,E09000004,-25.25
994,2020-09-14,-19.0,-7.0,95.0,-36.0,-44.0,11.0,Bexley,5806,E09000004,-26.5
995,2020-09-15,-21.0,-7.0,83.0,-38.0,-44.0,12.0,Bexley,5806,E09000004,-27.5
996,2020-09-16,-19.0,-8.0,80.0,-37.0,-43.0,12.0,Bexley,5806,E09000004,-26.75
997,2020-09-17,-18.0,-8.0,74.0,-38.0,-43.0,11.0,Bexley,5806,E09000004,-26.75
998,2020-09-18,-20.0,-7.0,72.0,-34.0,-41.0,10.0,Bexley,5806,E09000004,-25.5
999,2020-09-21,-18.0,-6.0,73.0,-37.0,-44.0,11.0,Bexley,5806,E09000004,-26.25
1000,2020-09-22,-21.0,-5.0,78.0,-38.0,-43.0,12.0,Bexley,5806,E09000004,-26.75
1001,2020-09-23,-22.0,-7.0,25.0,-40.0,-42.0,13.0,Bexley,5806,E09000004,-27.75
1002,2020-09-24,-22.0,-5.0,21.0,-41.0,-41.0,13.0,Bexley,5806,E09000004,-27.25
1003,2020-09-25,-25.0,-5.0,13.0,-39.0,-41.0,12.0,Bexley,5806,E09000004,-27.5
1004,2020-09-28,-16.0,-4.0,61.0,-40.0,-42.0,12.0,Bexley,5806,E09000004,-25.5
1005,2020-09-29,-21.0,-5.0,37.0,-41.0,-41.0,13.0,Bexley,5806,E09000004,-27.0
1006,2020-09-30,-19.0,-6.0,25.0,-39.0,-41.0,13.0,Bexley,5806,E09000004,-26.25
1007,2020-10-01,-21.0,-3.0,33.0,-38.0,-37.0,12.0,Bexley,5806,E09000004,-24.75
1008,2020-10-02,-32.0,-12.0,-13.0,-40.0,-39.0,13.0,Bexley,5806,E09000004,-30.75
1009,2020-10-05,-21.0,-7.0,28.0,-36.0,-40.0,12.0,Bexley,5806,E09000004,-26.0
1010,2020-10-06,-23.0,-6.0,34.0,-38.0,-40.0,12.0,Bexley,5806,E09000004,-26.75
1011,2020-10-07,-21.0,-8.0,43.0,-38.0,-39.0,12.0,Bexley,5806,E09000004,-26.5
1012,2020-10-08,-25.0,-7.0,3.0,-40.0,-39.0,13.0,Bexley,5806,E09000004,-27.75
1013,2020-10-09,-24.0,-4.0,31.0,-37.0,-38.0,12.0,Bexley,5806,E09000004,-25.75
1014,2020-10-12,-24.0,-11.0,6.0,-39.0,-41.0,13.0,Bexley,5806,E09000004,-28.75
1015,2020-10-13,-29.0,-12.0,-10.0,-43.0,-40.0,14.0,Bexley,5806,E09000004,-31.0
1016,2020-10-14,-22.0,-5.0,22.0,-39.0,-38.0,13.0,Bexley,5806,E09000004,-26.0
1017,2020-10-15,-21.0,-5.0,12.0,-39.0,-38.0,13.0,Bexley,5806,E09000004,-25.75
1018,2020-10-16,-22.0,-2.0,35.0,-36.0,-37.0,12.0,Bexley,5806,E09000004,-24.25
1019,2020-10-19,-22.0,-8.0,43.0,-42.0,-43.0,14.0,Bexley,5806,E09000004,-28.75
1020,2020-10-20,-23.0,-7.0,40.0,-43.0,-43.0,14.0,Bexley,5806,E09000004,-29.0
1021,2020-10-21,-32.0,-11.0,-14.0,-44.0,-42.0,16.0,Bexley,5806,E09000004,-32.25
1022,2020-10-22,-25.0,-7.0,30.0,-43.0,-40.0,14.0,Bexley,5806,E09000004,-28.75
1023,2020-10-23,-29.0,-8.0,25.0,-43.0,-42.0,14.0,Bexley,5806,E09000004,-30.5
1024,2020-10-26,-22.0,-10.0,60.0,-49.0,-52.0,15.0,Bexley,5806,E09000004,-33.25
1025,2020-10-27,-27.0,-12.0,-2.0,-53.0,-52.0,17.0,Bexley,5806,E09000004,-36.0
1026,2020-10-28,-23.0,-9.0,39.0,-49.0,-51.0,16.0,Bexley,5806,E09000004,-33.0
1027,2020-10-29,-27.0,-8.0,-7.0,-52.0,-50.0,17.0,Bexley,5806,E09000004,-34.25
1028,2020-10-30,-30.0,-4.0,59.0,-45.0,-49.0,15.0,Bexley,5806,E09000004,-32.0
1029,2020-11-02,-13.0,-1.0,30.0,-39.0,-42.0,12.0,Bexley,5806,E09000004,-23.75
1030,2020-11-03,-6.0,1.0,25.0,-37.0,-40.0,12.0,Bexley,5806,E09000004,-20.5
1031,2020-11-04,5.0,2.0,53.0,-30.0,-38.0,11.0,Bexley,5806,E09000004,-15.25
1032,2020-11-05,-53.0,-12.0,29.0,-49.0,-46.0,18.0,Bexley,5806,E09000004,-40.0
1033,2020-11-06,-55.0,-9.0,36.0,-50.0,-45.0,19.0,Bexley,5806,E09000004,-39.75
1034,2020-11-09,-47.0,-12.0,42.0,-48.0,-46.0,17.0,Bexley,5806,E09000004,-38.25
1035,2020-11-10,-46.0,-7.0,42.0,-48.0,-47.0,18.0,Bexley,5806,E09000004,-37.0
1036,2020-11-11,-46.0,-7.0,33.0,-49.0,-46.0,19.0,Bexley,5806,E09000004,-37.0
1037,2020-11-12,-47.0,-3.0,44.0,-48.0,-45.0,18.0,Bexley,5806,E09000004,-35.75
1038,2020-11-13,-50.0,-1.0,42.0,-47.0,-45.0,19.0,Bexley,5806,E09000004,-35.75
1039,2020-11-16,-46.0,-11.0,27.0,-49.0,-47.0,18.0,Bexley,5806,E09000004,-38.25
1040,2020-11-17,-46.0,-6.0,32.0,-52.0,-46.0,18.0,Bexley,5806,E09000004,-37.5
1041,2020-11-18,-47.0,-7.0,40.0,-50.0,-46.0,19.0,Bexley,5806,E09000004,-37.5
1042,2020-11-19,-49.0,-6.0,6.0,-50.0,-46.0,19.0,Bexley,5806,E09000004,-37.75
1043,2020-11-20,-50.0,-2.0,13.0,-49.0,-46.0,19.0,Bexley,5806,E09000004,-36.75
1044,2020-11-23,-43.0,-8.0,31.0,-49.0,-47.0,17.0,Bexley,5806,E09000004,-36.75
1045,2020-11-24,-46.0,-5.0,42.0,-51.0,-47.0,18.0,Bexley,5806,E09000004,-37.25
1046,2020-11-25,-45.0,-7.0,17.0,-50.0,-46.0,19.0,Bexley,5806,E09000004,-37.0
1047,2020-11-26,-46.0,-2.0,23.0,-50.0,-45.0,18.0,Bexley,5806,E09000004,-35.75
1048,2020-11-27,-46.0,1.0,32.0,-48.0,-45.0,18.0,Bexley,5806,E09000004,-34.5
1049,2020-11-30,-39.0,-4.0,6.0,-48.0,-45.0,17.0,Bexley,5806,E09000004,-34.0
1050,2020-12-01,-40.0,-2.0,32.0,-50.0,-45.0,17.0,Bexley,5806,E09000004,-34.25
1051,2020-12-02,-20.0,-2.0,22.0,-44.0,-40.0,15.0,Bexley,5806,E09000004,-26.5
1052,2020-12-03,-25.0,-8.0,-20.0,-47.0,-41.0,16.0,Bexley,5806,E09000004,-30.25
1053,2020-12-04,-25.0,-1.0,8.0,-43.0,-39.0,15.0,Bexley,5806,E09000004,-27.0
1054,2020-12-07,-17.0,-2.0,18.0,-43.0,-42.0,14.0,Bexley,5806,E09000004,-26.0
1055,2020-02-17,12.0,6.0,22.0,-7.0,-10.0,2.0,Brent,7268,E09000005,0.25
1056,2020-02-18,9.0,1.0,2.0,-6.0,-12.0,2.0,Brent,7268,E09000005,-2.0
1057,2020-02-19,7.0,0.0,-7.0,-6.0,-12.0,3.0,Brent,7268,E09000005,-2.75
1058,2020-02-20,6.0,1.0,-18.0,-8.0,-12.0,3.0,Brent,7268,E09000005,-3.25
1059,2020-02-21,4.0,4.0,11.0,-6.0,-12.0,3.0,Brent,7268,E09000005,-2.5
1060,2020-02-24,-6.0,1.0,-18.0,-5.0,-1.0,1.0,Brent,7268,E09000005,-2.75
1061,2020-02-25,-3.0,3.0,-7.0,-4.0,1.0,0.0,Brent,7268,E09000005,-0.75
1062,2020-02-26,-2.0,2.0,6.0,-3.0,0.0,0.0,Brent,7268,E09000005,-0.75
1063,2020-02-27,-3.0,-1.0,-4.0,-1.0,-1.0,1.0,Brent,7268,E09000005,-1.5
1064,2020-02-28,0.0,2.0,-16.0,1.0,-1.0,1.0,Brent,7268,E09000005,0.5
1065,2020-03-02,2.0,8.0,17.0,2.0,1.0,0.0,Brent,7268,E09000005,3.25
1066,2020-03-03,-2.0,5.0,3.0,-3.0,0.0,0.0,Brent,7268,E09000005,0.0
1067,2020-03-04,2.0,7.0,-15.0,-3.0,1.0,1.0,Brent,7268,E09000005,1.75
1068,2020-03-05,-10.0,2.0,-28.0,-3.0,-1.0,2.0,Brent,7268,E09000005,-3.0
1069,2020-03-06,1.0,13.0,32.0,-2.0,0.0,1.0,Brent,7268,E09000005,3.0
1070,2020-03-09,-3.0,12.0,11.0,-3.0,-1.0,1.0,Brent,7268,E09000005,1.25
1071,2020-03-10,-4.0,16.0,3.0,1.0,-1.0,1.0,Brent,7268,E09000005,3.0
1072,2020-03-11,-2.0,15.0,18.0,-5.0,-2.0,2.0,Brent,7268,E09000005,1.5
1073,2020-03-12,3.0,23.0,8.0,-6.0,-4.0,2.0,Brent,7268,E09000005,4.0
1074,2020-03-13,-2.0,26.0,17.0,-10.0,-6.0,4.0,Brent,7268,E09000005,2.0
1075,2020-03-16,-8.0,31.0,66.0,-18.0,-13.0,6.0,Brent,7268,E09000005,-2.0
1076,2020-03-17,-16.0,29.0,17.0,-26.0,-21.0,9.0,Brent,7268,E09000005,-8.5
1077,2020-03-18,-18.0,45.0,25.0,-28.0,-27.0,12.0,Brent,7268,E09000005,-7.0
1078,2020-03-19,-18.0,53.0,-2.0,-29.0,-33.0,14.0,Brent,7268,E09000005,-6.75
1079,2020-03-20,-30.0,20.0,15.0,-34.0,-37.0,17.0,Brent,7268,E09000005,-20.25
1080,2020-03-23,-48.0,-7.0,52.0,-48.0,-53.0,21.0,Brent,7268,E09000005,-39.0
1081,2020-03-24,-67.0,-18.0,47.0,-59.0,-63.0,27.0,Brent,7268,E09000005,-51.75
1082,2020-03-25,-70.0,-21.0,41.0,-65.0,-68.0,30.0,Brent,7268,E09000005,-56.0
1083,2020-03-26,-72.0,-26.0,46.0,-66.0,-70.0,31.0,Brent,7268,E09000005,-58.5
1084,2020-03-27,-75.0,-28.0,31.0,-66.0,-70.0,33.0,Brent,7268,E09000005,-59.75
1085,2020-03-30,-73.0,-31.0,-2.0,-69.0,-73.0,31.0,Brent,7268,E09000005,-61.5
1086,2020-03-31,-73.0,-29.0,29.0,-68.0,-74.0,32.0,Brent,7268,E09000005,-61.0
1087,2020-04-01,-74.0,-33.0,15.0,-70.0,-74.0,33.0,Brent,7268,E09000005,-62.75
1088,2020-04-02,-73.0,-32.0,34.0,-69.0,-74.0,33.0,Brent,7268,E09000005,-62.0
1089,2020-04-03,-77.0,-29.0,43.0,-67.0,-73.0,34.0,Brent,7268,E09000005,-61.5
1090,2020-04-06,-74.0,-31.0,46.0,-68.0,-73.0,30.0,Brent,7268,E09000005,-61.5
1091,2020-04-07,-73.0,-28.0,75.0,-67.0,-74.0,31.0,Brent,7268,E09000005,-60.5
1092,2020-04-08,-73.0,-27.0,53.0,-68.0,-74.0,32.0,Brent,7268,E09000005,-60.5
1093,2020-04-09,-71.0,-21.0,81.0,-66.0,-74.0,31.0,Brent,7268,E09000005,-58.0
1094,2020-04-10,-78.0,-28.0,84.0,-71.0,-82.0,37.0,Brent,7268,E09000005,-64.75
1095,2020-04-13,-79.0,-37.0,46.0,-77.0,-84.0,36.0,Brent,7268,E09000005,-69.25
1096,2020-04-14,-71.0,-27.0,63.0,-67.0,-72.0,31.0,Brent,7268,E09000005,-59.25
1097,2020-04-15,-72.0,-26.0,78.0,-67.0,-72.0,31.0,Brent,7268,E09000005,-59.25
1098,2020-04-16,-71.0,-26.0,65.0,-67.0,-72.0,32.0,Brent,7268,E09000005,-59.0
1099,2020-04-17,-74.0,-26.0,4.0,-67.0,-71.0,33.0,Brent,7268,E09000005,-59.5
1100,2020-04-20,-70.0,-28.0,104.0,-66.0,-70.0,29.0,Brent,7268,E09000005,-58.5
1101,2020-04-21,-69.0,-25.0,102.0,-65.0,-70.0,30.0,Brent,7268,E09000005,-57.25
1102,2020-04-22,-70.0,-25.0,106.0,-65.0,-70.0,30.0,Brent,7268,E09000005,-57.5
1103,2020-04-23,-69.0,-23.0,130.0,-64.0,-70.0,30.0,Brent,7268,E09000005,-56.5
1104,2020-04-24,-70.0,-21.0,115.0,-59.0,-69.0,31.0,Brent,7268,E09000005,-54.75
1105,2020-04-27,-68.0,-25.0,82.0,-63.0,-68.0,28.0,Brent,7268,E09000005,-56.0
1106,2020-04-28,-73.0,-34.0,-31.0,-68.0,-69.0,31.0,Brent,7268,E09000005,-61.0
1107,2020-04-29,-70.0,-24.0,19.0,-65.0,-68.0,30.0,Brent,7268,E09000005,-56.75
1108,2020-04-30,-72.0,-25.0,0.0,-67.0,-69.0,31.0,Brent,7268,E09000005,-58.25
1109,2020-05-01,-71.0,-21.0,24.0,-62.0,-67.0,31.0,Brent,7268,E09000005,-55.25
1110,2020-05-04,-67.0,-21.0,121.0,-62.0,-66.0,27.0,Brent,7268,E09000005,-54.0
1111,2020-05-05,-68.0,-21.0,104.0,-63.0,-66.0,28.0,Brent,7268,E09000005,-54.5
1112,2020-05-06,-66.0,-18.0,137.0,-61.0,-66.0,28.0,Brent,7268,E09000005,-52.75
1113,2020-05-07,-64.0,-14.0,144.0,-60.0,-66.0,27.0,Brent,7268,E09000005,-51.0
1114,2020-05-08,-71.0,-17.0,180.0,-64.0,-77.0,33.0,Brent,7268,E09000005,-57.25
1115,2020-05-11,-65.0,-20.0,48.0,-61.0,-64.0,27.0,Brent,7268,E09000005,-52.5
1116,2020-05-12,-65.0,-18.0,96.0,-59.0,-64.0,27.0,Brent,7268,E09000005,-51.5
1117,2020-05-13,-66.0,-20.0,49.0,-62.0,-64.0,28.0,Brent,7268,E09000005,-53.0
1118,2020-05-14,-65.0,-15.0,113.0,-60.0,-64.0,27.0,Brent,7268,E09000005,-51.0
1119,2020-05-15,-66.0,-14.0,144.0,-56.0,-63.0,28.0,Brent,7268,E09000005,-49.75
1120,2020-05-18,-61.0,-12.0,221.0,-56.0,-62.0,25.0,Brent,7268,E09000005,-47.75
1121,2020-05-19,-62.0,-12.0,222.0,-55.0,-62.0,25.0,Brent,7268,E09000005,-47.75
1122,2020-05-20,-60.0,-9.0,235.0,-53.0,-62.0,25.0,Brent,7268,E09000005,-46.0
1123,2020-05-21,-60.0,-7.0,221.0,-55.0,-62.0,25.0,Brent,7268,E09000005,-46.0
1124,2020-05-22,-64.0,-7.0,151.0,-52.0,-60.0,26.0,Brent,7268,E09000005,-45.75
1125,2020-05-25,-63.0,-13.0,407.0,-60.0,-78.0,26.0,Brent,7268,E09000005,-53.5
1126,2020-05-26,-58.0,-9.0,209.0,-52.0,-59.0,23.0,Brent,7268,E09000005,-44.5
1127,2020-05-27,-60.0,-9.0,201.0,-53.0,-59.0,24.0,Brent,7268,E09000005,-45.25
1128,2020-05-28,-59.0,-6.0,238.0,-53.0,-59.0,24.0,Brent,7268,E09000005,-44.25
1129,2020-05-29,-61.0,-5.0,238.0,-50.0,-58.0,24.0,Brent,7268,E09000005,-43.5
1130,2020-06-01,-51.0,-3.0,255.0,-49.0,-56.0,21.0,Brent,7268,E09000005,-39.75
1131,2020-06-02,-54.0,-8.0,242.0,-50.0,-56.0,21.0,Brent,7268,E09000005,-42.0
1132,2020-06-03,-57.0,-13.0,68.0,-52.0,-57.0,24.0,Brent,7268,E09000005,-44.75
1133,2020-06-04,-55.0,-10.0,100.0,-53.0,-56.0,24.0,Brent,7268,E09000005,-43.5
1134,2020-06-05,-58.0,-8.0,80.0,-50.0,-55.0,24.0,Brent,7268,E09000005,-42.75
1135,2020-06-08,-50.0,-7.0,161.0,-49.0,-54.0,22.0,Brent,7268,E09000005,-40.0
1136,2020-06-09,-52.0,-9.0,190.0,-50.0,-53.0,22.0,Brent,7268,E09000005,-41.0
1137,2020-06-10,-55.0,-15.0,32.0,-53.0,-54.0,24.0,Brent,7268,E09000005,-44.25
1138,2020-06-11,-51.0,-10.0,94.0,-53.0,-54.0,23.0,Brent,7268,E09000005,-42.0
1139,2020-06-12,-55.0,-8.0,80.0,-50.0,-53.0,24.0,Brent,7268,E09000005,-41.5
1140,2020-06-15,-41.0,-7.0,200.0,-46.0,-51.0,19.0,Brent,7268,E09000005,-36.25
1141,2020-06-16,-44.0,-8.0,192.0,-46.0,-52.0,20.0,Brent,7268,E09000005,-37.5
1142,2020-06-17,-47.0,-11.0,100.0,-47.0,-52.0,21.0,Brent,7268,E09000005,-39.25
1143,2020-06-18,-49.0,-11.0,98.0,-50.0,-53.0,22.0,Brent,7268,E09000005,-40.75
1144,2020-06-19,-49.0,-5.0,96.0,-45.0,-51.0,21.0,Brent,7268,E09000005,-37.5
1145,2020-06-22,-40.0,-5.0,286.0,-43.0,-52.0,18.0,Brent,7268,E09000005,-35.0
1146,2020-06-23,-44.0,-4.0,263.0,-43.0,-53.0,18.0,Brent,7268,E09000005,-36.0
1147,2020-06-24,-46.0,-3.0,247.0,-43.0,-51.0,18.0,Brent,7268,E09000005,-35.75
1148,2020-06-25,-46.0,-3.0,254.0,-46.0,-52.0,18.0,Brent,7268,E09000005,-36.75
1149,2020-06-26,-48.0,-2.0,178.0,-42.0,-50.0,19.0,Brent,7268,E09000005,-35.5
1150,2020-06-29,-39.0,-7.0,139.0,-46.0,-50.0,18.0,Brent,7268,E09000005,-35.5
1151,2020-06-30,-37.0,-8.0,97.0,-47.0,-51.0,19.0,Brent,7268,E09000005,-35.75
1152,2020-07-01,-38.0,-8.0,115.0,-46.0,-50.0,19.0,Brent,7268,E09000005,-35.5
1153,2020-07-02,-39.0,-9.0,96.0,-47.0,-51.0,20.0,Brent,7268,E09000005,-36.5
1154,2020-07-03,-41.0,-4.0,118.0,-42.0,-49.0,19.0,Brent,7268,E09000005,-34.0
1155,2020-07-06,-28.0,-4.0,179.0,-41.0,-50.0,16.0,Brent,7268,E09000005,-30.75
1156,2020-07-07,-33.0,-11.0,123.0,-42.0,-51.0,17.0,Brent,7268,E09000005,-34.25
1157,2020-07-08,-36.0,-10.0,55.0,-46.0,-49.0,19.0,Brent,7268,E09000005,-35.25
1158,2020-07-09,-37.0,-10.0,51.0,-47.0,-50.0,19.0,Brent,7268,E09000005,-36.0
1159,2020-07-10,-33.0,-2.0,143.0,-40.0,-47.0,17.0,Brent,7268,E09000005,-30.5
1160,2020-07-13,-29.0,-8.0,197.0,-42.0,-48.0,16.0,Brent,7268,E09000005,-31.75
1161,2020-07-14,-30.0,-9.0,158.0,-43.0,-50.0,17.0,Brent,7268,E09000005,-33.0
1162,2020-07-15,-29.0,-13.0,102.0,-44.0,-48.0,17.0,Brent,7268,E09000005,-33.5
1163,2020-07-16,-26.0,-8.0,178.0,-44.0,-48.0,16.0,Brent,7268,E09000005,-31.5
1164,2020-07-17,-28.0,-4.0,225.0,-39.0,-47.0,15.0,Brent,7268,E09000005,-29.5
1165,2020-07-20,-22.0,-7.0,249.0,-42.0,-47.0,15.0,Brent,7268,E09000005,-29.5
1166,2020-07-21,-24.0,-9.0,194.0,-44.0,-48.0,15.0,Brent,7268,E09000005,-31.25
1167,2020-07-22,-25.0,-10.0,194.0,-43.0,-48.0,16.0,Brent,7268,E09000005,-31.5
1168,2020-07-23,-26.0,-7.0,178.0,-43.0,-48.0,16.0,Brent,7268,E09000005,-31.0
1169,2020-07-24,-27.0,-8.0,154.0,-39.0,-48.0,15.0,Brent,7268,E09000005,-30.5
1170,2020-07-27,-26.0,-11.0,60.0,-45.0,-51.0,16.0,Brent,7268,E09000005,-33.25
1171,2020-07-28,-22.0,-7.0,157.0,-43.0,-50.0,15.0,Brent,7268,E09000005,-30.5
1172,2020-07-29,-21.0,-8.0,178.0,-40.0,-49.0,15.0,Brent,7268,E09000005,-29.5
1173,2020-07-30,-21.0,-4.0,218.0,-42.0,-50.0,14.0,Brent,7268,E09000005,-29.25
1174,2020-07-31,-29.0,-9.0,174.0,-39.0,-50.0,13.0,Brent,7268,E09000005,-31.75
1175,2020-08-03,-13.0,-9.0,196.0,-41.0,-50.0,13.0,Brent,7268,E09000005,-28.25
1176,2020-08-04,-15.0,-13.0,161.0,-44.0,-51.0,14.0,Brent,7268,E09000005,-30.75
1177,2020-08-05,-15.0,-11.0,158.0,-41.0,-50.0,14.0,Brent,7268,E09000005,-29.25
1178,2020-08-06,-24.0,-9.0,187.0,-44.0,-50.0,14.0,Brent,7268,E09000005,-31.75
1179,2020-08-07,-30.0,-9.0,158.0,-43.0,-50.0,13.0,Brent,7268,E09000005,-33.0
1180,2020-08-10,-13.0,-8.0,194.0,-42.0,-50.0,13.0,Brent,7268,E09000005,-28.25
1181,2020-08-11,-14.0,-11.0,178.0,-43.0,-51.0,13.0,Brent,7268,E09000005,-29.75
1182,2020-08-12,-13.0,-14.0,146.0,-43.0,-50.0,14.0,Brent,7268,E09000005,-30.0
1183,2020-08-13,-22.0,-12.0,122.0,-45.0,-51.0,15.0,Brent,7268,E09000005,-32.5
1184,2020-08-14,-27.0,-14.0,61.0,-42.0,-50.0,15.0,Brent,7268,E09000005,-33.25
1185,2020-08-17,-7.0,-16.0,,-44.0,-51.0,13.0,Brent,7268,E09000005,-29.5
1186,2020-08-18,-7.0,-16.0,,-44.0,-49.0,13.0,Brent,7268,E09000005,-29.0
1187,2020-08-19,-14.0,-23.0,,-46.0,-50.0,15.0,Brent,7268,E09000005,-33.25
1188,2020-08-20,-14.0,-8.0,,-43.0,-50.0,13.0,Brent,7268,E09000005,-28.75
1189,2020-08-21,-24.0,-12.0,,-43.0,-49.0,14.0,Brent,7268,E09000005,-32.0
1190,2020-08-24,3.0,-12.0,,-42.0,-49.0,12.0,Brent,7268,E09000005,-25.0
1191,2020-08-25,-4.0,-17.0,,-44.0,-50.0,14.0,Brent,7268,E09000005,-28.75
1192,2020-08-26,5.0,-12.0,,-41.0,-48.0,12.0,Brent,7268,E09000005,-24.0
1193,2020-08-27,-17.0,-16.0,,-44.0,-50.0,14.0,Brent,7268,E09000005,-31.75
1194,2020-08-28,-17.0,-6.0,,-39.0,-49.0,13.0,Brent,7268,E09000005,-27.75
1195,2020-08-31,11.0,-13.0,,-51.0,-70.0,16.0,Brent,7268,E09000005,-30.75
1196,2020-09-01,-11.0,-7.0,,-39.0,-50.0,12.0,Brent,7268,E09000005,-26.75
1197,2020-09-02,-13.0,-9.0,,-38.0,-48.0,13.0,Brent,7268,E09000005,-27.0
1198,2020-09-03,-17.0,-9.0,,-39.0,-48.0,13.0,Brent,7268,E09000005,-28.25
1199,2020-09-04,-18.0,-8.0,,-33.0,-45.0,12.0,Brent,7268,E09000005,-26.0
1200,2020-09-07,-10.0,-6.0,,-34.0,-48.0,11.0,Brent,7268,E09000005,-24.5
1201,2020-09-08,-14.0,-8.0,,-35.0,-47.0,11.0,Brent,7268,E09000005,-26.0
1202,2020-09-09,-15.0,-6.0,,-38.0,-46.0,11.0,Brent,7268,E09000005,-26.25
1203,2020-09-10,-13.0,-4.0,,-34.0,-46.0,11.0,Brent,7268,E09000005,-24.25
1204,2020-09-11,-17.0,-6.0,132.0,-30.0,-44.0,10.0,Brent,7268,E09000005,-24.25
1205,2020-09-14,-12.0,-3.0,220.0,-31.0,-42.0,10.0,Brent,7268,E09000005,-22.0
1206,2020-09-15,-15.0,-8.0,172.0,-32.0,-41.0,10.0,Brent,7268,E09000005,-24.0
1207,2020-09-16,-14.0,-6.0,145.0,-35.0,-42.0,11.0,Brent,7268,E09000005,-24.25
1208,2020-09-17,-16.0,-7.0,153.0,-35.0,-43.0,11.0,Brent,7268,E09000005,-25.25
1209,2020-09-18,-19.0,-8.0,126.0,-32.0,-41.0,10.0,Brent,7268,E09000005,-25.0
1210,2020-09-21,-14.0,-5.0,181.0,-33.0,-43.0,10.0,Brent,7268,E09000005,-23.75
1211,2020-09-22,-16.0,-7.0,145.0,-34.0,-42.0,11.0,Brent,7268,E09000005,-24.75
1212,2020-09-23,-21.0,-10.0,51.0,-36.0,-42.0,13.0,Brent,7268,E09000005,-27.25
1213,2020-09-24,-19.0,-6.0,63.0,-36.0,-42.0,12.0,Brent,7268,E09000005,-25.75
1214,2020-09-25,-21.0,-5.0,50.0,-33.0,-40.0,12.0,Brent,7268,E09000005,-24.75
1215,2020-09-28,-13.0,-4.0,129.0,-36.0,-41.0,11.0,Brent,7268,E09000005,-23.5
1216,2020-09-29,-17.0,-8.0,89.0,-35.0,-40.0,12.0,Brent,7268,E09000005,-25.0
1217,2020-09-30,-18.0,-8.0,43.0,-37.0,-41.0,12.0,Brent,7268,E09000005,-26.0
1218,2020-10-01,-17.0,-3.0,85.0,-36.0,-39.0,11.0,Brent,7268,E09000005,-23.75
1219,2020-10-02,-32.0,-15.0,5.0,-35.0,-38.0,13.0,Brent,7268,E09000005,-30.0
1220,2020-10-05,-18.0,-5.0,83.0,-34.0,-40.0,11.0,Brent,7268,E09000005,-24.25
1221,2020-10-06,-18.0,-9.0,64.0,-34.0,-40.0,12.0,Brent,7268,E09000005,-25.25
1222,2020-10-07,-17.0,-7.0,80.0,-35.0,-39.0,12.0,Brent,7268,E09000005,-24.5
1223,2020-10-08,-22.0,-9.0,52.0,-35.0,-40.0,12.0,Brent,7268,E09000005,-26.5
1224,2020-10-09,-24.0,-8.0,51.0,-30.0,-38.0,12.0,Brent,7268,E09000005,-25.0
1225,2020-10-12,-22.0,-9.0,56.0,-36.0,-39.0,12.0,Brent,7268,E09000005,-26.5
