,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,area_name,total_cases,area_code,tot_mobility
0,2020-02-17,-3.0,-2.0,4.0,-1.0,-4.0,,City of London,104,E09000001,-2.5
1,2020-02-18,-2.0,-2.0,-1.0,-2.0,-2.0,,City of London,104,E09000001,-2.0
2,2020-02-19,-7.0,-4.0,5.0,0.0,-4.0,,City of London,104,E09000001,-3.75
3,2020-02-20,-7.0,-7.0,-11.0,-3.0,-3.0,,City of London,104,E09000001,-5.0
4,2020-02-21,-3.0,-2.0,5.0,-3.0,-4.0,,City of London,104,E09000001,-3.0
5,2020-02-24,-7.0,-12.0,-13.0,-1.0,2.0,,City of London,104,E09000001,-4.5
6,2020-02-25,-1.0,1.0,-5.0,-1.0,3.0,,City of London,104,E09000001,0.5
7,2020-02-26,0.0,-3.0,1.0,-3.0,6.0,,City of London,104,E09000001,0.0
8,2020-02-27,0.0,-4.0,-9.0,-1.0,4.0,,City of London,104,E09000001,-0.25
9,2020-02-28,-2.0,-6.0,-12.0,0.0,0.0,,City of London,104,E09000001,-2.0
10,2020-03-02,-2.0,0.0,-25.0,-4.0,4.0,,City of London,104,E09000001,-0.5
11,2020-03-03,-5.0,-1.0,-11.0,-7.0,3.0,,City of London,104,E09000001,-2.5
12,2020-03-04,-6.0,-5.0,-7.0,-5.0,4.0,,City of London,104,E09000001,-3.0
13,2020-03-05,-14.0,-17.0,-25.0,-2.0,1.0,,City of London,104,E09000001,-8.0
14,2020-03-06,-4.0,2.0,5.0,-5.0,3.0,,City of London,104,E09000001,-1.0
15,2020-03-09,-10.0,-5.0,-8.0,-8.0,-6.0,,City of London,104,E09000001,-7.25
16,2020-03-10,-14.0,-5.0,-17.0,-10.0,-2.0,,City of London,104,E09000001,-7.75
17,2020-03-11,-17.0,-8.0,-10.0,-15.0,-5.0,,City of London,104,E09000001,-11.25
18,2020-03-12,-22.0,-11.0,-23.0,-20.0,-15.0,,City of London,104,E09000001,-17.0
19,2020-03-13,-29.0,-15.0,-30.0,-27.0,-23.0,,City of London,104,E09000001,-23.5
20,2020-03-16,-40.0,-20.0,-42.0,-40.0,-38.0,,City of London,104,E09000001,-34.5
21,2020-03-17,-62.0,-40.0,-60.0,-56.0,-54.0,,City of London,104,E09000001,-53.0
22,2020-03-18,-73.0,-46.0,-65.0,-66.0,-62.0,,City of London,104,E09000001,-61.75
23,2020-03-19,-78.0,-47.0,-74.0,-70.0,-63.0,,City of London,104,E09000001,-64.5
24,2020-03-20,-82.0,-54.0,-77.0,-73.0,-64.0,,City of London,104,E09000001,-68.25
25,2020-03-23,-87.0,-70.0,-82.0,-79.0,-76.0,,City of London,104,E09000001,-78.0
26,2020-03-24,-94.0,-79.0,-88.0,-87.0,-80.0,,City of London,104,E09000001,-85.0
27,2020-03-25,-95.0,-82.0,-88.0,-90.0,-85.0,,City of London,104,E09000001,-88.0
28,2020-03-26,-96.0,-83.0,-91.0,-92.0,-85.0,,City of London,104,E09000001,-89.0
29,2020-03-27,-96.0,-83.0,-91.0,-92.0,-84.0,,City of London,104,E09000001,-88.75
30,2020-03-30,-95.0,-84.0,-90.0,-93.0,-82.0,,City of London,104,E09000001,-88.5
31,2020-03-31,-96.0,-84.0,-92.0,-93.0,-85.0,,City of London,104,E09000001,-89.5
32,2020-04-01,-96.0,-85.0,-92.0,-93.0,-85.0,,City of London,104,E09000001,-89.75
33,2020-04-02,-97.0,-85.0,-93.0,-93.0,-86.0,,City of London,104,E09000001,-90.25
34,2020-04-03,-97.0,-84.0,-92.0,-93.0,-83.0,,City of London,104,E09000001,-89.25
35,2020-04-06,-96.0,-85.0,-92.0,-93.0,-80.0,,City of London,104,E09000001,-88.5
36,2020-04-07,-97.0,-84.0,-90.0,-93.0,-87.0,,City of London,104,E09000001,-90.25
37,2020-04-08,-97.0,-84.0,-90.0,-93.0,-87.0,,City of London,104,E09000001,-90.25
38,2020-04-09,-97.0,-82.0,-90.0,-93.0,-84.0,,City of London,104,E09000001,-89.0
39,2020-04-10,-98.0,-88.0,-93.0,-96.0,-89.0,,City of London,104,E09000001,-92.75
40,2020-04-13,-99.0,-91.0,-96.0,-97.0,,,City of London,104,E09000001,
41,2020-04-14,-97.0,-83.0,-91.0,-93.0,-83.0,,City of London,104,E09000001,-89.0
42,2020-04-15,-97.0,-83.0,-91.0,-93.0,-84.0,,City of London,104,E09000001,-89.25
43,2020-04-16,-97.0,-84.0,-93.0,-93.0,-82.0,,City of London,104,E09000001,-89.0
44,2020-04-17,-97.0,-83.0,-93.0,-93.0,-82.0,,City of London,104,E09000001,-88.75
45,2020-04-20,-96.0,-84.0,-91.0,-92.0,-81.0,,City of London,104,E09000001,-88.25
46,2020-04-21,-97.0,-84.0,-90.0,-93.0,-83.0,,City of London,104,E09000001,-89.25
47,2020-04-22,-97.0,-83.0,-90.0,-93.0,-84.0,,City of London,104,E09000001,-89.25
48,2020-04-23,-97.0,-84.0,-91.0,-93.0,-84.0,,City of London,104,E09000001,-89.5
49,2020-04-24,-97.0,-82.0,-90.0,-92.0,-80.0,,City of London,104,E09000001,-87.75
50,2020-04-27,-96.0,-83.0,-91.0,-92.0,-80.0,,City of London,104,E09000001,-87.75
51,2020-04-28,-97.0,-87.0,-93.0,-92.0,-84.0,,City of London,104,E09000001,-90.0
52,2020-04-29,-97.0,-83.0,-91.0,-92.0,-84.0,,City of London,104,E09000001,-89.0
53,2020-04-30,-98.0,-85.0,-92.0,-92.0,-84.0,,City of London,104,E09000001,-89.75
54,2020-05-01,-97.0,-82.0,-89.0,-91.0,-82.0,,City of London,104,E09000001,-88.0
55,2020-05-04,-97.0,-83.0,-88.0,-91.0,-80.0,,City of London,104,E09000001,-87.75
56,2020-05-05,-97.0,-84.0,-88.0,-91.0,-84.0,,City of London,104,E09000001,-89.0
57,2020-05-06,-97.0,-82.0,-87.0,-91.0,-81.0,,City of London,104,E09000001,-87.75
58,2020-05-07,-97.0,-82.0,-87.0,-91.0,-80.0,,City of London,104,E09000001,-87.5
59,2020-05-08,-98.0,-87.0,-84.0,-94.0,-83.0,,City of London,104,E09000001,-90.5
60,2020-05-11,-97.0,-84.0,-89.0,-90.0,-82.0,,City of London,104,E09000001,-88.25
61,2020-05-12,-97.0,-83.0,-87.0,-91.0,-81.0,,City of London,104,E09000001,-88.0
62,2020-05-13,-97.0,-83.0,-89.0,-91.0,-79.0,,City of London,104,E09000001,-87.5
63,2020-05-14,-97.0,-83.0,-87.0,-91.0,-82.0,,City of London,104,E09000001,-88.25
64,2020-05-15,-97.0,-80.0,-82.0,-90.0,-80.0,,City of London,104,E09000001,-86.75
65,2020-05-18,-96.0,-82.0,-83.0,-89.0,-79.0,,City of London,104,E09000001,-86.5
66,2020-05-19,-97.0,-80.0,-82.0,-89.0,-82.0,,City of London,104,E09000001,-87.0
67,2020-05-20,-97.0,-81.0,-78.0,-89.0,-77.0,,City of London,104,E09000001,-86.0
68,2020-05-21,-97.0,-80.0,-82.0,-89.0,-80.0,,City of London,104,E09000001,-86.5
69,2020-05-22,-97.0,-79.0,-81.0,-88.0,-77.0,,City of London,104,E09000001,-85.25
70,2020-05-25,-97.0,-86.0,-72.0,-91.0,-85.0,,City of London,104,E09000001,-89.75
71,2020-05-26,-96.0,-80.0,-80.0,-88.0,-80.0,,City of London,104,E09000001,-86.0
72,2020-05-27,-96.0,-81.0,-79.0,-88.0,-77.0,,City of London,104,E09000001,-85.5
73,2020-05-28,-96.0,-79.0,-81.0,-88.0,-78.0,,City of London,104,E09000001,-85.25
74,2020-05-29,-96.0,-77.0,-77.0,-87.0,-76.0,,City of London,104,E09000001,-84.0
75,2020-06-01,-95.0,-80.0,-78.0,-87.0,-79.0,,City of London,104,E09000001,-85.25
76,2020-06-02,-96.0,-79.0,-78.0,-87.0,-78.0,,City of London,104,E09000001,-85.0
77,2020-06-03,-96.0,-81.0,-84.0,-87.0,-81.0,,City of London,104,E09000001,-86.25
78,2020-06-04,-97.0,-80.0,-85.0,-88.0,-76.0,,City of London,104,E09000001,-85.25
79,2020-06-05,-96.0,-78.0,-78.0,-86.0,-77.0,,City of London,104,E09000001,-84.25
80,2020-06-08,-95.0,-79.0,-78.0,-86.0,-75.0,,City of London,104,E09000001,-83.75
81,2020-06-09,-95.0,-78.0,-76.0,-86.0,-75.0,,City of London,104,E09000001,-83.5
82,2020-06-10,-96.0,-80.0,-83.0,-87.0,-77.0,,City of London,104,E09000001,-85.0
83,2020-06-11,-96.0,-79.0,-81.0,-87.0,-76.0,,City of London,104,E09000001,-84.5
84,2020-06-12,-96.0,-78.0,-80.0,-85.0,-72.0,,City of London,104,E09000001,-82.75
85,2020-06-15,-93.0,-76.0,-76.0,-84.0,-74.0,,City of London,104,E09000001,-81.75
86,2020-06-16,-94.0,-75.0,-76.0,-85.0,-75.0,,City of London,104,E09000001,-82.25
87,2020-06-17,-94.0,-77.0,-79.0,-85.0,-75.0,,City of London,104,E09000001,-82.75
88,2020-06-18,-95.0,-76.0,-82.0,-86.0,-77.0,,City of London,104,E09000001,-83.5
89,2020-06-19,-94.0,-71.0,-78.0,-83.0,-71.0,,City of London,104,E09000001,-79.75
90,2020-06-22,-93.0,-74.0,-70.0,-83.0,-76.0,,City of London,104,E09000001,-81.5
91,2020-06-23,-94.0,-74.0,-70.0,-84.0,-76.0,,City of London,104,E09000001,-82.0
92,2020-06-24,-94.0,-72.0,-70.0,-83.0,-73.0,,City of London,104,E09000001,-80.5
93,2020-06-25,-94.0,-73.0,-73.0,-82.0,-75.0,,City of London,104,E09000001,-81.0
94,2020-06-26,-94.0,-71.0,-72.0,-81.0,-74.0,,City of London,104,E09000001,-80.0
95,2020-06-29,-93.0,-74.0,-74.0,-82.0,-74.0,,City of London,104,E09000001,-80.75
96,2020-06-30,-93.0,-76.0,-78.0,-83.0,-74.0,,City of London,104,E09000001,-81.5
97,2020-07-01,-92.0,-75.0,-74.0,-82.0,-71.0,,City of London,104,E09000001,-80.0
98,2020-07-02,-93.0,-75.0,-78.0,-83.0,-74.0,,City of London,104,E09000001,-81.25
99,2020-07-03,-92.0,-71.0,-69.0,-80.0,-72.0,,City of London,104,E09000001,-78.75
100,2020-07-06,-89.0,-74.0,-70.0,-80.0,-72.0,,City of London,104,E09000001,-78.75
101,2020-07-07,-90.0,-75.0,-72.0,-81.0,-74.0,,City of London,104,E09000001,-80.0
102,2020-07-08,-91.0,-75.0,-75.0,-81.0,-71.0,,City of London,104,E09000001,-79.5
103,2020-07-09,-91.0,-74.0,-74.0,-80.0,-71.0,,City of London,104,E09000001,-79.0
104,2020-07-10,-90.0,-70.0,-66.0,-77.0,-69.0,,City of London,104,E09000001,-76.5
105,2020-07-13,-89.0,-74.0,-60.0,-79.0,-68.0,,City of London,104,E09000001,-77.5
106,2020-07-14,-89.0,-73.0,-65.0,-80.0,-72.0,,City of London,104,E09000001,-78.5
107,2020-07-15,-88.0,-73.0,-64.0,-79.0,-69.0,,City of London,104,E09000001,-77.25
108,2020-07-16,-88.0,-73.0,-67.0,-80.0,-69.0,,City of London,104,E09000001,-77.5
109,2020-07-17,-88.0,-69.0,-58.0,-77.0,-68.0,,City of London,104,E09000001,-75.5
110,2020-07-20,-87.0,-72.0,-59.0,-79.0,-68.0,,City of London,104,E09000001,-76.5
111,2020-07-21,-87.0,-71.0,-60.0,-78.0,-68.0,,City of London,104,E09000001,-76.0
112,2020-07-22,-87.0,-70.0,-57.0,-78.0,-67.0,,City of London,104,E09000001,-75.5
113,2020-07-23,-88.0,-71.0,-61.0,-79.0,-67.0,,City of London,104,E09000001,-76.25
114,2020-07-24,-87.0,-69.0,-55.0,-76.0,-68.0,,City of London,104,E09000001,-75.0
115,2020-07-27,-87.0,-74.0,-67.0,-78.0,-69.0,,City of London,104,E09000001,-77.0
116,2020-07-28,-87.0,-71.0,-61.0,-78.0,-70.0,,City of London,104,E09000001,-76.5
117,2020-07-29,-86.0,-70.0,-55.0,-77.0,-69.0,,City of London,104,E09000001,-75.5
118,2020-07-30,-85.0,-71.0,-60.0,-77.0,-68.0,,City of London,104,E09000001,-75.25
119,2020-07-31,-85.0,-70.0,-58.0,-75.0,-70.0,,City of London,104,E09000001,-75.0
120,2020-08-03,-83.0,-72.0,-67.0,-77.0,-68.0,,City of London,104,E09000001,-75.0
121,2020-08-04,-83.0,-71.0,-59.0,-77.0,-71.0,,City of London,104,E09000001,-75.5
122,2020-08-05,-81.0,-70.0,-57.0,-76.0,-67.0,,City of London,104,E09000001,-73.5
123,2020-08-06,-83.0,-70.0,-59.0,-77.0,-69.0,,City of London,104,E09000001,-74.75
124,2020-08-07,-83.0,-68.0,-58.0,-75.0,-68.0,,City of London,104,E09000001,-73.5
125,2020-08-10,-80.0,-71.0,-58.0,-75.0,-70.0,,City of London,104,E09000001,-74.0
126,2020-08-11,-80.0,-69.0,-57.0,-76.0,-70.0,,City of London,104,E09000001,-73.75
127,2020-08-12,-80.0,-68.0,-56.0,-76.0,-70.0,,City of London,104,E09000001,-73.5
128,2020-08-13,-83.0,-69.0,-64.0,-77.0,-71.0,,City of London,104,E09000001,-75.0
129,2020-08-14,-83.0,-70.0,-62.0,-75.0,-67.0,,City of London,104,E09000001,-73.75
130,2020-08-17,-79.0,-70.0,-58.0,-75.0,,,City of London,104,E09000001,
131,2020-08-18,-78.0,-69.0,-56.0,-76.0,,,City of London,104,E09000001,
132,2020-08-19,-80.0,-71.0,-64.0,-75.0,,,City of London,104,E09000001,
133,2020-08-20,-81.0,-68.0,-55.0,-75.0,,,City of London,104,E09000001,
134,2020-08-21,-82.0,-67.0,-62.0,-74.0,,,City of London,104,E09000001,
135,2020-08-24,-77.0,-69.0,-62.0,-74.0,,,City of London,104,E09000001,
136,2020-08-25,-78.0,-69.0,-67.0,-75.0,,,City of London,104,E09000001,
137,2020-08-26,-76.0,-66.0,-60.0,-73.0,,,City of London,104,E09000001,
138,2020-08-27,-81.0,-69.0,-73.0,-75.0,,,City of London,104,E09000001,
139,2020-08-28,-80.0,-66.0,-70.0,-72.0,,,City of London,104,E09000001,
140,2020-08-31,-85.0,-77.0,-65.0,-81.0,,,City of London,104,E09000001,
141,2020-09-01,-79.0,-67.0,-64.0,-73.0,,,City of London,104,E09000001,
142,2020-09-02,-79.0,-66.0,-64.0,-73.0,,,City of London,104,E09000001,
143,2020-09-03,-79.0,-67.0,-69.0,-74.0,,,City of London,104,E09000001,
144,2020-09-04,-78.0,-65.0,-65.0,-71.0,,,City of London,104,E09000001,
145,2020-09-07,-76.0,-68.0,-72.0,-72.0,,,City of London,104,E09000001,
146,2020-09-08,-75.0,-64.0,-65.0,-72.0,,,City of London,104,E09000001,
147,2020-09-09,-76.0,-64.0,-62.0,-71.0,,,City of London,104,E09000001,
148,2020-09-10,-75.0,-63.0,-64.0,-71.0,,,City of London,104,E09000001,
149,2020-09-11,-76.0,-63.0,-68.0,-68.0,-65.0,,City of London,104,E09000001,-68.0
150,2020-09-14,-75.0,-65.0,-65.0,-71.0,-64.0,,City of London,104,E09000001,-68.75
151,2020-09-15,-74.0,-62.0,-66.0,-69.0,-65.0,,City of London,104,E09000001,-67.5
152,2020-09-16,-74.0,-63.0,-62.0,-70.0,-65.0,,City of London,104,E09000001,-68.0
153,2020-09-17,-74.0,-63.0,-64.0,-71.0,-67.0,,City of London,104,E09000001,-68.75
154,2020-09-18,-75.0,-63.0,-68.0,-68.0,-61.0,,City of London,104,E09000001,-66.75
155,2020-09-21,-73.0,-66.0,-67.0,-71.0,-64.0,,City of London,104,E09000001,-68.5
156,2020-09-22,-72.0,-62.0,-66.0,-70.0,-63.0,,City of London,104,E09000001,-66.75
157,2020-09-23,-76.0,-67.0,-74.0,-72.0,-65.0,,City of London,104,E09000001,-70.0
158,2020-09-24,-77.0,-66.0,-77.0,-73.0,-64.0,,City of London,104,E09000001,-70.0
159,2020-09-25,-77.0,-65.0,-77.0,-69.0,-61.0,,City of London,104,E09000001,-68.0
160,2020-09-28,-75.0,-67.0,-73.0,-73.0,-66.0,,City of London,104,E09000001,-70.25
161,2020-09-29,-76.0,-66.0,-74.0,-72.0,-61.0,,City of London,104,E09000001,-68.75
162,2020-09-30,-76.0,-67.0,-77.0,-72.0,-63.0,,City of London,104,E09000001,-69.5
163,2020-10-01,-76.0,-64.0,-76.0,-73.0,-59.0,,City of London,104,E09000001,-68.0
164,2020-10-02,-80.0,-68.0,-80.0,-70.0,-62.0,,City of London,104,E09000001,-70.0
165,2020-10-05,-77.0,-66.0,-77.0,-73.0,-59.0,,City of London,104,E09000001,-68.75
166,2020-10-06,-77.0,-64.0,-78.0,-72.0,-62.0,,City of London,104,E09000001,-68.75
167,2020-10-07,-76.0,-63.0,-74.0,-73.0,-59.0,,City of London,104,E09000001,-67.75
168,2020-10-08,-77.0,-63.0,-77.0,-74.0,-61.0,,City of London,104,E09000001,-68.75
169,2020-10-09,-77.0,-64.0,-76.0,-70.0,-58.0,,City of London,104,E09000001,-67.25
170,2020-10-12,-77.0,-68.0,-78.0,-73.0,-60.0,,City of London,104,E09000001,-69.5
171,2020-10-13,-77.0,-67.0,-80.0,-73.0,-62.0,,City of London,104,E09000001,-69.75
172,2020-10-14,-76.0,-64.0,-77.0,-73.0,-61.0,,City of London,104,E09000001,-68.5
173,2020-10-15,-76.0,-63.0,-77.0,-73.0,-61.0,,City of London,104,E09000001,-68.25
174,2020-10-16,-76.0,-61.0,-74.0,-69.0,-58.0,,City of London,104,E09000001,-66.0
175,2020-10-19,-78.0,-66.0,-77.0,-75.0,-60.0,,City of London,104,E09000001,-69.75
176,2020-10-20,-79.0,-64.0,-76.0,-75.0,-63.0,,City of London,104,E09000001,-70.25
177,2020-10-21,-81.0,-66.0,-81.0,-75.0,-61.0,,City of London,104,E09000001,-70.75
178,2020-10-22,-78.0,-63.0,-76.0,-75.0,-61.0,,City of London,104,E09000001,-69.25
179,2020-10-23,-78.0,-62.0,-74.0,-72.0,-57.0,,City of London,104,E09000001,-67.25
180,2020-10-26,-77.0,-66.0,-73.0,-75.0,-62.0,,City of London,104,E09000001,-70.0
181,2020-10-27,-79.0,-64.0,-79.0,-75.0,-61.0,,City of London,104,E09000001,-69.75
182,2020-10-28,-78.0,-63.0,-75.0,-74.0,-63.0,,City of London,104,E09000001,-69.5
183,2020-10-29,-80.0,-64.0,-79.0,-75.0,-61.0,,City of London,104,E09000001,-70.0
184,2020-10-30,-78.0,-61.0,-74.0,-70.0,-60.0,,City of London,104,E09000001,-67.25
185,2020-11-02,-75.0,-64.0,-82.0,-74.0,-59.0,,City of London,104,E09000001,-68.0
186,2020-11-03,-73.0,-60.0,-76.0,-72.0,-59.0,,City of London,104,E09000001,-66.0
187,2020-11-04,-70.0,-57.0,-73.0,-70.0,-58.0,,City of London,104,E09000001,-63.75
188,2020-11-05,-91.0,-74.0,-88.0,-81.0,-66.0,,City of London,104,E09000001,-78.0
189,2020-11-06,-91.0,-74.0,-88.0,-80.0,-66.0,,City of London,104,E09000001,-77.75
190,2020-11-09,-89.0,-75.0,-87.0,-80.0,-66.0,,City of London,104,E09000001,-77.5
191,2020-11-10,-90.0,-73.0,-84.0,-80.0,-67.0,,City of London,104,E09000001,-77.5
192,2020-11-11,-91.0,-72.0,-86.0,-81.0,-66.0,,City of London,104,E09000001,-77.5
193,2020-11-12,-92.0,-73.0,-85.0,-80.0,-68.0,,City of London,104,E09000001,-78.25
194,2020-11-13,-92.0,-71.0,-85.0,-79.0,-65.0,,City of London,104,E09000001,-76.75
195,2020-11-16,-90.0,-74.0,-85.0,-80.0,-65.0,,City of London,104,E09000001,-77.25
196,2020-11-17,-91.0,-72.0,-86.0,-80.0,-69.0,,City of London,104,E09000001,-78.0
197,2020-11-18,-91.0,-72.0,-84.0,-80.0,-65.0,,City of London,104,E09000001,-77.0
198,2020-11-19,-92.0,-74.0,-88.0,-81.0,-66.0,,City of London,104,E09000001,-78.25
199,2020-11-20,-92.0,-72.0,-89.0,-79.0,-64.0,,City of London,104,E09000001,-76.75
200,2020-11-23,-89.0,-74.0,-85.0,-80.0,-65.0,,City of London,104,E09000001,-77.0
201,2020-11-24,-90.0,-73.0,-86.0,-80.0,-67.0,,City of London,104,E09000001,-77.5
202,2020-11-25,-90.0,-75.0,-84.0,-79.0,-67.0,,City of London,104,E09000001,-77.75
203,2020-11-26,-91.0,-75.0,-87.0,-80.0,-68.0,,City of London,104,E09000001,-78.5
204,2020-11-27,-91.0,-74.0,-87.0,-79.0,-67.0,,City of London,104,E09000001,-77.75
205,2020-11-30,-89.0,-75.0,-87.0,-80.0,-64.0,,City of London,104,E09000001,-77.0
206,2020-12-01,-89.0,-72.0,-84.0,-79.0,-66.0,,City of London,104,E09000001,-76.5
207,2020-12-02,-85.0,-64.0,-83.0,-76.0,-61.0,,City of London,104,E09000001,-71.5
208,2020-12-03,-85.0,-65.0,-84.0,-76.0,-62.0,,City of London,104,E09000001,-72.0
209,2020-12-04,-83.0,-60.0,-76.0,-72.0,-54.0,,City of London,104,E09000001,-67.25
210,2020-12-07,-82.0,-64.0,-79.0,-75.0,-61.0,,City of London,104,E09000001,-70.5
211,2020-02-17,14.0,9.0,37.0,5.0,-8.0,2.0,Westminster,4406,E09000033,5.0
212,2020-02-18,7.0,1.0,20.0,2.0,-6.0,2.0,Westminster,4406,E09000033,1.0
213,2020-02-19,5.0,0.0,10.0,1.0,-6.0,2.0,Westminster,4406,E09000033,0.0
214,2020-02-20,3.0,-4.0,2.0,-1.0,-7.0,2.0,Westminster,4406,E09000033,-2.25
215,2020-02-21,1.0,4.0,16.0,3.0,-8.0,2.0,Westminster,4406,E09000033,0.0
216,2020-02-24,-2.0,-1.0,1.0,1.0,-1.0,2.0,Westminster,4406,E09000033,-0.75
217,2020-02-25,0.0,4.0,11.0,5.0,1.0,1.0,Westminster,4406,E09000033,2.5
218,2020-02-26,0.0,2.0,15.0,-1.0,2.0,0.0,Westminster,4406,E09000033,0.75
219,2020-02-27,-2.0,2.0,5.0,1.0,1.0,0.0,Westminster,4406,E09000033,0.5
220,2020-02-28,-6.0,2.0,-8.0,0.0,1.0,2.0,Westminster,4406,E09000033,-0.75
221,2020-03-02,-4.0,6.0,8.0,-5.0,0.0,2.0,Westminster,4406,E09000033,-0.75
222,2020-03-03,-7.0,2.0,2.0,-7.0,3.0,1.0,Westminster,4406,E09000033,-2.25
223,2020-03-04,-9.0,-1.0,-13.0,-8.0,2.0,2.0,Westminster,4406,E09000033,-4.0
224,2020-03-05,-15.0,-10.0,-26.0,-7.0,-1.0,3.0,Westminster,4406,E09000033,-8.25
225,2020-03-06,-6.0,4.0,-4.0,-6.0,0.0,1.0,Westminster,4406,E09000033,-2.0
226,2020-03-09,-8.0,1.0,-14.0,-7.0,-2.0,3.0,Westminster,4406,E09000033,-4.0
227,2020-03-10,-12.0,1.0,-19.0,-10.0,-3.0,4.0,Westminster,4406,E09000033,-6.0
228,2020-03-11,-13.0,0.0,-17.0,-16.0,-5.0,4.0,Westminster,4406,E09000033,-8.5
229,2020-03-12,-20.0,-1.0,-29.0,-21.0,-10.0,6.0,Westminster,4406,E09000033,-13.0
230,2020-03-13,-30.0,-3.0,-34.0,-26.0,-16.0,8.0,Westminster,4406,E09000033,-18.75
231,2020-03-16,-39.0,0.0,-18.0,-37.0,-29.0,12.0,Westminster,4406,E09000033,-26.25
232,2020-03-17,-59.0,-15.0,-47.0,-52.0,-42.0,17.0,Westminster,4406,E09000033,-42.0
233,2020-03-18,-67.0,-19.0,-56.0,-60.0,-50.0,20.0,Westminster,4406,E09000033,-49.0
234,2020-03-19,-74.0,-20.0,-68.0,-65.0,-56.0,22.0,Westminster,4406,E09000033,-53.75
235,2020-03-20,-79.0,-32.0,-70.0,-69.0,-59.0,25.0,Westminster,4406,E09000033,-59.75
236,2020-03-23,-85.0,-48.0,-65.0,-76.0,-72.0,29.0,Westminster,4406,E09000033,-70.25
237,2020-03-24,-92.0,-58.0,-73.0,-84.0,-78.0,33.0,Westminster,4406,E09000033,-78.0
238,2020-03-25,-94.0,-62.0,-77.0,-88.0,-80.0,34.0,Westminster,4406,E09000033,-81.0
239,2020-03-26,-94.0,-64.0,-78.0,-90.0,-82.0,36.0,Westminster,4406,E09000033,-82.5
240,2020-03-27,-95.0,-65.0,-82.0,-90.0,-81.0,37.0,Westminster,4406,E09000033,-82.75
241,2020-03-30,-94.0,-67.0,-84.0,-90.0,-82.0,35.0,Westminster,4406,E09000033,-83.25
242,2020-03-31,-94.0,-66.0,-81.0,-91.0,-83.0,35.0,Westminster,4406,E09000033,-83.5
243,2020-04-01,-95.0,-68.0,-83.0,-91.0,-83.0,36.0,Westminster,4406,E09000033,-84.25
244,2020-04-02,-95.0,-68.0,-81.0,-91.0,-84.0,37.0,Westminster,4406,E09000033,-84.5
245,2020-04-03,-95.0,-66.0,-81.0,-91.0,-82.0,38.0,Westminster,4406,E09000033,-83.5
246,2020-04-06,-94.0,-65.0,-79.0,-91.0,-83.0,35.0,Westminster,4406,E09000033,-83.25
247,2020-04-07,-95.0,-64.0,-74.0,-91.0,-83.0,35.0,Westminster,4406,E09000033,-83.25
248,2020-04-08,-95.0,-66.0,-78.0,-91.0,-83.0,35.0,Westminster,4406,E09000033,-83.75
249,2020-04-09,-95.0,-62.0,-75.0,-91.0,-82.0,35.0,Westminster,4406,E09000033,-82.5
250,2020-04-10,-96.0,-68.0,-76.0,-94.0,-87.0,38.0,Westminster,4406,E09000033,-86.25
251,2020-04-13,-96.0,-72.0,-79.0,-95.0,-89.0,37.0,Westminster,4406,E09000033,-88.0
252,2020-04-14,-95.0,-64.0,-76.0,-91.0,-82.0,34.0,Westminster,4406,E09000033,-83.0
253,2020-04-15,-95.0,-65.0,-75.0,-91.0,-81.0,35.0,Westminster,4406,E09000033,-83.0
254,2020-04-16,-95.0,-65.0,-77.0,-91.0,-82.0,36.0,Westminster,4406,E09000033,-83.25
255,2020-04-17,-96.0,-66.0,-85.0,-91.0,-81.0,37.0,Westminster,4406,E09000033,-83.5
256,2020-04-20,-94.0,-63.0,-70.0,-90.0,-80.0,34.0,Westminster,4406,E09000033,-81.75
257,2020-04-21,-94.0,-63.0,-70.0,-90.0,-81.0,34.0,Westminster,4406,E09000033,-82.0
258,2020-04-22,-95.0,-63.0,-70.0,-91.0,-80.0,34.0,Westminster,4406,E09000033,-82.25
259,2020-04-23,-95.0,-61.0,-69.0,-91.0,-80.0,34.0,Westminster,4406,E09000033,-81.75
260,2020-04-24,-95.0,-62.0,-74.0,-90.0,-80.0,35.0,Westminster,4406,E09000033,-81.75
261,2020-04-27,-94.0,-62.0,-73.0,-89.0,-80.0,33.0,Westminster,4406,E09000033,-81.25
262,2020-04-28,-95.0,-70.0,-86.0,-91.0,-81.0,36.0,Westminster,4406,E09000033,-84.25
263,2020-04-29,-95.0,-64.0,-80.0,-90.0,-81.0,34.0,Westminster,4406,E09000033,-82.5
264,2020-04-30,-95.0,-65.0,-82.0,-91.0,-81.0,36.0,Westminster,4406,E09000033,-83.0
265,2020-05-01,-95.0,-62.0,-80.0,-90.0,-79.0,35.0,Westminster,4406,E09000033,-81.5
266,2020-05-04,-93.0,-60.0,-67.0,-89.0,-79.0,33.0,Westminster,4406,E09000033,-80.25
267,2020-05-05,-94.0,-60.0,-68.0,-89.0,-80.0,33.0,Westminster,4406,E09000033,-80.75
268,2020-05-06,-94.0,-61.0,-64.0,-89.0,-79.0,32.0,Westminster,4406,E09000033,-80.75
269,2020-05-07,-94.0,-58.0,-63.0,-89.0,-79.0,32.0,Westminster,4406,E09000033,-80.0
